epigenome	mark	ChromImpute_top1%	ChromImpute_corr_clip500	Average_top1%	Average_corr_clip500
IHECRE00002086.1	H3K4me3	89.0152	0.9178	79.3517	0.9097
IHECRE00002216.1	H3K4me3	89.3795	0.9791	73.6989	0.8151
IHECRE00002246.1	H3K4me3	NA	NA	74.5993	0.8052
IHECRE00002254.1	H3K4me3	88.3563	0.9564	75.1717	0.7749
IHECRE00002315.1	H3K4me3	91.0652	0.9849	74.8453	0.8204
IHECRE00002554.1	H3K4me3	70.6012	0.9225	60.8924	0.7693
IHECRE00002593.1	H3K4me3	86.2019	0.9631	74.6541	0.8022
IHECRE00002660.1	H3K4me3	90.7236	0.9655	74.0918	0.7983
IHECRE00002703.1	H3K4me3	91.1888	0.984	74.8457	0.8243
IHECRE00002721.1	H3K4me3	88.8518	0.9729	73.0505	0.8181
IHECRE00003396.1	H3K4me3	61.3456	0.8548	55.3511	0.7572
IHECRE00003397.1	H3K4me3	48.4455	0.7972	44.7286	0.6859
IHECRE00003398.1	H3K4me3	75.3624	0.8832	66.1786	0.7601
IHECRE00003399.1	H3K4me3	65.9662	0.9012	60.2014	0.8244
IHECRE00003400.1	H3K4me3	54.7757	0.775	49.2212	0.6707
IHECRE00003401.1	H3K4me3	66.8582	0.863	62.3424	0.8219
IHECRE00003402.2	H3K4me3	72.4706	0.8418	67.9347	0.7529
IHECRE00003403.1	H3K4me3	79.7847	0.9089	72.164	0.8545
IHECRE00003404.1	H3K4me3	68.1275	0.8504	60.596	0.7458
IHECRE00003405.1	H3K4me3	18.519	0.323	17.6457	0.2691
IHECRE00003406.1	H3K4me3	27.2908	0.5195	26.0102	0.4486
IHECRE00003660.4	H3K4me3	62.2802	0.8951	56.372	0.8074
IHECRE00003675.3	H3K4me3	81.3174	0.919	60.0638	0.6398
IHECRE00003676.3	H3K4me3	82.3399	0.9231	73.1269	0.7956
IHECRE00003677.3	H3K4me3	84.833	0.9227	62.098	0.642
IHECRE00003678.3	H3K4me3	79.3032	0.9003	62.1947	0.6908
IHECRE00003679.3	H3K4me3	78.678	0.9019	62.3265	0.6756
IHECRE00003680.3	H3K4me3	82.4634	0.9187	58.5358	0.6144
IHECRE00003682.3	H3K4me3	81.0222	0.914	58.5693	0.6256
IHECRE00003683.3	H3K4me3	86.6616	0.9517	78.6541	0.8064
IHECRE00003684.3	H3K4me3	86.421	0.9427	78.7163	0.8241
IHECRE00003685.2	H3K4me3	88.5405	0.9562	74.6558	0.7677
IHECRE00003686.3	H3K4me3	89.9894	0.9731	77.4659	0.8076
IHECRE00003687.3	H3K4me3	63.3983	0.8982	56.6498	0.7995
IHECRE00003688.3	H3K4me3	81.9105	0.9318	70.3283	0.8635
IHECRE00003689.3	H3K4me3	65.262	0.8982	58.2435	0.8076
IHECRE00003690.3	H3K4me3	85.5358	0.9192	67.4793	0.6853
IHECRE00003691.3	H3K4me3	86.7634	0.9377	69.3817	0.7278
IHECRE00003692.4	H3K4me3	89.6972	0.9696	68.2118	0.8209
IHECRE00003693.3	H3K4me3	92.0763	0.9813	71.7311	0.7493
IHECRE00003694.3	H3K4me3	89.9439	0.9655	72.7663	0.7825
IHECRE00003695.3	H3K4me3	88.5035	0.9457	68.4136	0.7172
IHECRE00003696.3	H3K4me3	84.2279	0.9396	68.7909	0.7549
IHECRE00003700.4	H3K4me3	85.5259	0.8911	73.7545	0.7921
IHECRE00003702.4	H3K4me3	89.5782	0.9559	77.7243	0.8664
IHECRE00003704.4	H3K4me3	76.5586	0.8953	69.2721	0.7967
IHECRE00003705.4	H3K4me3	77.9102	0.8689	70.1822	0.8354
IHECRE00003706.4	H3K4me3	81.9784	0.9017	72.1286	0.7948
IHECRE00003707.4	H3K4me3	86.0576	0.9226	74.9811	0.8631
IHECRE00003709.4	H3K4me3	82.7122	0.9231	73.2543	0.8042
IHECRE00003710.4	H3K4me3	89.258	0.9482	74.2957	0.8053
IHECRE00003711.4	H3K4me3	86.012	0.9199	79.5598	0.8887
IHECRE00003713.4	H3K4me3	84.0579	0.926	74.4857	0.8173
IHECRE00003714.4	H3K4me3	84.2993	0.9163	80.3588	0.9059
IHECRE00003715.2	H3K4me3	47.5422	0.8267	46.3042	0.7416
IHECRE00003716.2	H3K4me3	41.5059	0.7854	40.3679	0.7019
IHECRE00003730.1	H3K4me3	51.1702	0.8401	47.6205	0.7549
IHECRE00003803.1	H3K4me3	35.6589	0.593	35.0607	0.5811
IHECRE00003804.1	H3K4me3	94.0543	0.9686	77.9201	0.8751
IHECRE00003805.1	H3K4me3	91.4044	0.9403	77.0503	0.8959
IHECRE00003806.1	H3K4me3	92.4189	0.9526	84.3978	0.8794
IHECRE00003808.1	H3K4me3	92.9955	0.9293	74.3239	0.8761
IHECRE00003809.1	H3K4me3	94.8487	0.9835	77.0957	0.8387
IHECRE00003810.1	H3K4me3	94.0179	0.9784	75.2075	0.832
IHECRE00003811.1	H3K4me3	93.7757	0.9567	77.8273	0.8675
IHECRE00003812.1	H3K4me3	89.3966	0.9168	84.4574	0.9198
IHECRE00003813.1	H3K4me3	93.8895	0.9579	77.407	0.8791
IHECRE00003814.1	H3K4me3	92.9188	0.9401	74.4	0.8715
IHECRE00003816.1	H3K4me3	91.5169	0.9587	80.5823	0.8894
IHECRE00003817.1	H3K4me3	95.0994	0.9808	77.068	0.8065
IHECRE00003818.1	H3K4me3	77.6353	0.8989	74.4401	0.8904
IHECRE00003819.1	H3K4me3	94.6884	0.9796	75.6778	0.7884
IHECRE00003821.3	H3K4me3	87.7941	0.951	65.5646	0.7784
IHECRE00003822.3	H3K4me3	86.9831	0.9323	62.7585	0.6467
IHECRE00003824.4	H3K4me3	86.2961	0.9616	72.9799	0.7804
IHECRE00003825.5	H3K4me3	82.1542	0.9326	73.9044	0.7649
IHECRE00003826.4	H3K4me3	81.5615	0.8818	72.1679	0.6988
IHECRE00003827.1	H3K4me3	87.9438	0.964	66.715	0.7271
IHECRE00003828.3	H3K4me3	87.1714	0.9008	68.7245	0.7645
IHECRE00003829.4	H3K4me3	81.2688	0.9284	70.0178	0.7667
IHECRE00003830.4	H3K4me3	84.0409	0.9418	70.6115	0.7628
IHECRE00003832.2	H3K4me3	86.2937	0.9517	63.8651	0.6984
IHECRE00003833.4	H3K4me3	69.8689	0.8116	58.7306	0.6099
IHECRE00003834.5	H3K4me3	61.0867	0.808	57.7382	0.7456
IHECRE00003835.4	H3K4me3	86.1111	0.9626	70.5867	0.7905
IHECRE00003836.3	H3K4me3	85.7711	0.9444	63.4928	0.7443
IHECRE00003837.4	H3K4me3	72.3892	0.8589	63.6966	0.6602
IHECRE00003838.5	H3K4me3	80.3302	0.9196	67.772	0.7572
IHECRE00003839.3	H3K4me3	90.9475	0.9629	68.6849	0.8093
IHECRE00003841.3	H3K4me3	91.0506	0.98	68.1635	0.8096
IHECRE00003842.2	H3K4me3	87.3683	0.9556	61.6546	0.6633
IHECRE00003843.4	H3K4me3	59.0258	0.7681	52.7595	0.6174
IHECRE00003844.4	H3K4me3	63.3995	0.792	52.4866	0.591
IHECRE00003845.2	H3K4me3	90.3826	0.9722	64.2037	0.6812
IHECRE00003846.4	H3K4me3	79.8808	0.9259	69.3905	0.811
IHECRE00003847.4	H3K4me3	78.8115	0.8941	66.462	0.6728
IHECRE00003848.5	H3K4me3	81.8172	0.8866	69.8947	0.7623
IHECRE00004602.2	H3K4me3	74.3458	0.8819	62.3554	0.6904
IHECRE00004603.3	H3K4me3	86.2659	0.9372	72.7512	0.7452
IHECRE00004604.3	H3K4me3	83.0003	0.926	69.9179	0.765
IHECRE00004605.1	H3K4me3	75.0604	0.8603	58.9077	0.5859
IHECRE00004606.2	H3K4me3	82.3638	0.8999	69.9831	0.7086
IHECRE00004607.2	H3K4me3	83.3422	0.9194	68.9457	0.6973
IHECRE00004608.1	H3K4me3	74.2616	0.8402	59.843	0.6233
IHECRE00004609.2	H3K4me3	80.0508	0.9078	63.2704	0.6479
IHECRE00004610.2	H3K4me3	70.0031	0.8254	55.3954	0.5537
IHECRE00004611.2	H3K4me3	83.6391	0.9228	67.8114	0.7028
IHECRE00004612.2	H3K4me3	86.3788	0.9356	72.7797	0.7753
IHECRE00004613.1	H3K4me3	80.4982	0.8956	68.039	0.6989
IHECRE00004614.1	H3K4me3	85.1763	0.9393	68.6706	0.7041
IHECRE00004615.1	H3K4me3	75.8178	0.8553	61.3503	0.6332
IHECRE00004616.1	H3K4me3	65.5983	0.7204	55.454	0.5328
IHECRE00004617.2	H3K4me3	78.2755	0.8605	65.4757	0.6531
IHECRE00004618.1	H3K4me3	72.7632	0.8239	59.619	0.6214
IHECRE00004619.2	H3K4me3	89.2288	0.9624	74.0324	0.7754
IHECRE00004620.2	H3K4me3	85.2594	0.9288	72.3533	0.7297
IHECRE00004621.2	H3K4me3	89.4629	0.9642	74.5524	0.7739
IHECRE00004622.3	H3K4me3	50.3537	0.7845	49.4853	0.7769
IHECRE00004623.3	H3K4me3	71.7804	0.8313	65.5715	0.7694
IHECRE00004624.3	H3K4me3	94.3488	0.9851	85.6106	0.9298
IHECRE00004626.3	H3K4me3	88.4559	0.9448	75.4602	0.8038
IHECRE00004627.3	H3K4me3	83.3383	0.9405	69.9559	0.8364
IHECRE00004628.3	H3K4me3	80.9834	0.917	73.7646	0.8406
IHECRE00004629.3	H3K4me3	89.7343	0.9622	81.6787	0.9286
IHECRE00004631.3	H3K4me3	65.5588	0.7997	62.7537	0.821
IHECRE00004632.3	H3K4me3	89.2823	0.9483	82.8384	0.9118
IHECRE00004633.3	H3K4me3	86.6615	0.9532	75.9475	0.8445
IHECRE00004634.3	H3K4me3	87.6345	0.9348	79.0387	0.9053
IHECRE00004635.3	H3K4me3	88.0204	0.9544	82.1345	0.9034
IHECRE00004636.3	H3K4me3	84.454	0.9327	78.0222	0.8883
IHECRE00004637.3	H3K4me3	27.3896	0.3737	27.2104	0.3879
IHECRE00004638.3	H3K4me3	87.7319	0.9392	83.369	0.9126
IHECRE00004639.3	H3K4me3	63.5008	0.7012	58.1309	0.6101
IHECRE00004640.3	H3K4me3	87.222	0.9326	79.4176	0.8924
IHECRE00004641.3	H3K4me3	49.1171	0.7248	47.9218	0.7187
IHECRE00004643.3	H3K4me3	90.9873	0.9241	86.6044	0.9204
IHECRE00004644.3	H3K4me3	77.5985	0.886	78.3946	0.8806
IHECRE00004645.3	H3K4me3	NA	NA	78.1074	0.8311
IHECRE00004646.3	H3K4me3	35.2367	0.5313	34.7928	0.5212
IHECRE00004647.3	H3K4me3	92.9597	0.9299	87.5394	0.9371
IHECRE00004648.3	H3K4me3	86.6246	0.9495	84.1348	0.9325
IHECRE00004649.3	H3K4me3	89.5143	0.9653	85.2496	0.9462
IHECRE00004650.3	H3K4me3	78.472	0.8551	72.846	0.8746
IHECRE00004651.3	H3K4me3	81.8976	0.9215	72.1469	0.8165
IHECRE00004654.3	H3K4me3	93.6749	0.9794	87.1608	0.9501
IHECRE00004655.3	H3K4me3	80.838	0.8702	76.647	0.8661
IHECRE00004656.3	H3K4me3	66.3301	0.8579	64.875	0.8507
IHECRE00004658.3	H3K4me3	77.7589	0.9006	71.3131	0.8569
IHECRE00004659.3	H3K4me3	83.6484	0.9018	80.5204	0.8999
IHECRE00004660.3	H3K4me3	89.848	0.9185	84.0015	0.919
IHECRE00004661.3	H3K4me3	86.0967	0.9241	81.636	0.9077
IHECRE00004662.3	H3K4me3	87.3971	0.9299	67.7561	0.835
IHECRE00004663.3	H3K4me3	88.5419	0.9135	77.3495	0.8707
IHECRE00004664.3	H3K4me3	88.4301	0.9332	83.3902	0.9403
IHECRE00004665.3	H3K4me3	94.9545	0.9683	85.1059	0.937
IHECRE00004666.3	H3K4me3	83.6054	0.9035	74.2822	0.7891
IHECRE00004667.3	H3K4me3	81.3574	0.8936	71.9685	0.7967
IHECRE00004668.3	H3K4me3	95.4984	0.9898	85.1059	0.9265
IHECRE00004669.3	H3K4me3	89.2603	0.9349	84.6185	0.9307
IHECRE00004670.3	H3K4me3	78.8993	0.8644	74.7014	0.8698
IHECRE00004671.3	H3K4me3	92.9909	0.9667	88.2686	0.9221
IHECRE00004672.3	H3K4me3	91.5533	0.9633	84.3946	0.9443
IHECRE00004673.3	H3K4me3	80.4486	0.9075	65.0972	0.8089
IHECRE00004674.3	H3K4me3	91.8829	0.9772	85.8795	0.9365
IHECRE00004675.3	H3K4me3	92.9094	0.9695	87.4968	0.9518
IHECRE00004676.3	H3K4me3	84.4101	0.9207	69.9223	0.7372
IHECRE00004677.3	H3K4me3	NA	NA	77.3221	0.8119
IHECRE00004678.3	H3K4me3	86.0979	0.9107	77.5208	0.8353
IHECRE00004679.3	H3K4me3	93.537	0.9662	84.2591	0.922
IHECRE00004680.3	H3K4me3	88.6613	0.9488	78.4661	0.8638
IHECRE00004681.3	H3K4me3	94.4238	0.9879	88.0997	0.9508
IHECRE00004682.3	H3K4me3	92.1307	0.973	83.3	0.929
IHECRE00004683.3	H3K4me3	90.7935	0.929	86.2052	0.9308
IHECRE00004685.3	H3K4me3	87.7587	0.9154	74.6018	0.7834
IHECRE00004686.3	H3K4me3	87.6033	0.9216	78.4245	0.8462
IHECRE00004687.3	H3K4me3	85.7829	0.9055	76.0174	0.8364
IHECRE00004688.3	H3K4me3	84.7547	0.8858	78.5412	0.893
IHECRE00004689.3	H3K4me3	20.4266	0.3207	18.576	0.2856
IHECRE00004690.3	H3K4me3	82.8284	0.9023	78.4139	0.9
IHECRE00004691.3	H3K4me3	77.5124	0.9097	68.7412	0.8128
IHECRE00004693.3	H3K4me3	80.2882	0.9125	65.0816	0.7889
IHECRE00004694.3	H3K4me3	NA	NA	75.4419	0.8224
IHECRE00004695.3	H3K4me3	92.8037	0.9683	84.2675	0.9365
IHECRE00004696.3	H3K4me3	90.8068	0.9658	81.8925	0.9098
IHECRE00004698.3	H3K4me3	81.6387	0.9114	78.3777	0.883
IHECRE00004699.3	H3K4me3	92.6292	0.958	87.966	0.9381
IHECRE00004700.3	H3K4me3	90.186	0.9593	82.4564	0.911
IHECRE00004701.3	H3K4me3	91.8508	0.9746	85.7019	0.942
IHECRE00004702.3	H3K4me3	89.9391	0.9478	82.162	0.9012
IHECRE00004703.3	H3K4me3	91.9914	0.981	88.5779	0.9565
IHECRE00004704.3	H3K4me3	91.9836	0.9759	85.7908	0.9488
IHECRE00004705.3	H3K4me3	88.7306	0.9463	82.5127	0.9179
IHECRE00004707.3	H3K4me3	87.4922	0.9432	84.1431	0.9133
IHECRE00004708.3	H3K4me3	90.6861	0.9688	86.7955	0.9572
IHECRE00004709.3	H3K4me3	90.2876	0.9591	86.0417	0.943
IHECRE00004711.3	H3K4me3	90.4499	0.9383	86.4401	0.9219
IHECRE00004712.3	H3K4me3	89.2352	0.9593	77.5025	0.8475
IHECRE00004713.2	H3K4me3	85.1573	0.9097	81.267	0.9031
IHECRE00004726.1	H3K4me3	87.5619	0.9481	72.2223	0.7524
IHECRE00004727.1	H3K4me3	84.2834	0.9214	71.7337	0.7421
IHECRE00004728.1	H3K4me3	83.6162	0.9227	69.1227	0.7321
IHECRE00004729.1	H3K4me3	85.1895	0.9341	67.9973	0.6881
IHECRE00004730.1	H3K4me3	88.3063	0.9528	72.5333	0.735
IHECRE00004731.1	H3K4me3	81.2852	0.9051	64.9868	0.664
IHECRE00004732.1	H3K4me3	85.0976	0.9406	68.1906	0.7146
IHECRE00004733.1	H3K4me3	87.9381	0.9556	73.5615	0.7546
IHECRE00004734.1	H3K4me3	84.1663	0.9383	68.4599	0.7201
IHECRE00004880.1	H3K4me3	49.1263	0.7763	45.8053	0.7686
IHECRE00004881.1	H3K4me3	NA	NA	62.8169	0.7928
IHECRE00004883.1	H3K4me3	77.3771	0.858	70.9413	0.8701
IHECRE00004884.1	H3K4me3	63.1113	0.799	59.3177	0.8285
IHECRE00004885.1	H3K4me3	74.4606	0.8729	68.9945	0.8524
IHECRE00004886.1	H3K4me3	65.0263	0.8246	61.847	0.8334
IHECRE00004888.1	H3K4me3	78.4112	0.8892	73.2486	0.8655
IHECRE00004894.1	H3K4me3	84.8028	0.9225	76.6086	0.878
IHECRE00004897.1	H3K4me3	74.6747	0.867	66.4502	0.8696
IHECRE00004900.1	H3K4me3	58.8371	0.8011	55.2077	0.8257
IHECRE00004901.1	H3K4me3	86.3523	0.8594	82.4416	0.9186
IHECRE00004905.1	H3K4me3	30.761	0.5297	30.3085	0.5258
IHECRE00004909.1	H3K4me3	90.4727	0.9619	77.1528	0.8642
IHECRE00004910.1	H3K4me3	NA	NA	62.2972	0.8237
IHECRE00000001.4	H3K9me3	20.7217	0.3047	13.488	0.1723
IHECRE00000002.3	H3K9me3	19.9786	0.4809	17.3384	0.3296
IHECRE00000004.3	H3K9me3	31.9718	0.5862	28.9461	0.4577
IHECRE00000008.3	H3K9me3	30.9414	0.5544	25.5141	0.4145
IHECRE00000009.3	H3K9me3	23.3367	0.4798	21.4643	0.397
IHECRE00000010.3	H3K9me3	17.1141	0.4432	14.4247	0.2883
IHECRE00000013.3	H3K9me3	41.0737	0.6423	35.0796	0.4812
IHECRE00000014.2	H3K9me3	40.9027	0.6266	32.0352	0.4628
IHECRE00000016.3	H3K9me3	36.7561	0.5983	32.0157	0.471
IHECRE00000017.3	H3K9me3	17.2986	0.4392	14.6117	0.284
IHECRE00000019.3	H3K9me3	27.9908	0.5008	23.7089	0.3784
IHECRE00000022.3	H3K9me3	43.7286	0.653	38.4495	0.5109
IHECRE00000024.3	H3K9me3	11.0716	0.3697	9.5338	0.2532
IHECRE00000026.3	H3K9me3	28.4965	0.468	22.9678	0.3319
IHECRE00000027.3	H3K9me3	58.9102	0.7996	48.2614	0.6086
IHECRE00000031.3	H3K9me3	29.0694	0.5578	26.1233	0.4192
IHECRE00000034.3	H3K9me3	39.6617	0.6169	30.0543	0.4309
IHECRE00000035.3	H3K9me3	33.0226	0.5806	28.1452	0.4353
IHECRE00000043.3	H3K9me3	42.0629	0.6737	34.3639	0.4975
IHECRE00000045.3	H3K9me3	15.9882	0.5627	9.7012	0.3071
IHECRE00000048.3	H3K9me3	46.7049	0.6804	39.6199	0.5258
IHECRE00000049.3	H3K9me3	23.0811	0.451	22.6161	0.4104
IHECRE00000051.3	H3K9me3	15.0179	0.4121	13.0219	0.2677
IHECRE00000053.3	H3K9me3	13.6944	0.3759	10.0174	0.228
IHECRE00000054.3	H3K9me3	13.7491	0.3997	11.3243	0.2552
IHECRE00000055.3	H3K9me3	24.5404	0.4753	21.1216	0.331
IHECRE00000056.3	H3K9me3	15.9322	0.4523	13.1639	0.2681
IHECRE00000058.3	H3K9me3	25.5267	0.4472	19.4615	0.2888
IHECRE00000059.3	H3K9me3	26.3639	0.5075	22.5497	0.3619
IHECRE00000060.3	H3K9me3	24.7555	0.4873	21.5779	0.3571
IHECRE00000070.3	H3K9me3	41.9987	0.6154	33.1559	0.4441
IHECRE00000071.3	H3K9me3	40.5172	0.6397	34.0382	0.4765
IHECRE00000073.3	H3K9me3	15.2749	0.4437	12.7331	0.2704
IHECRE00000075.3	H3K9me3	33.2415	0.5778	26.4667	0.3967
IHECRE00000076.3	H3K9me3	36.8305	0.5857	32.2412	0.4438
IHECRE00000083.3	H3K9me3	28.676	0.4699	24.9634	0.3706
IHECRE00000084.3	H3K9me3	37.4021	0.6211	31.1724	0.4641
IHECRE00000090.3	H3K9me3	23.7539	0.442	21.144	0.3614
IHECRE00000094.3	H3K9me3	24.8589	0.4932	20.7384	0.3645
IHECRE00000095.3	H3K9me3	48.0622	0.7179	35.7078	0.5098
IHECRE00000097.3	H3K9me3	38.7983	0.6344	34.0305	0.4953
IHECRE00000099.3	H3K9me3	18.2515	0.5679	10.046	0.3014
IHECRE00000101.3	H3K9me3	36.6343	0.5974	32.395	0.459
IHECRE00000102.3	H3K9me3	11.8789	0.2781	9.9726	0.1721
IHECRE00000105.3	H3K9me3	24.6962	0.4941	21.216	0.3378
IHECRE00000109.3	H3K9me3	40.7289	0.6743	34.5402	0.5095
IHECRE00000112.3	H3K9me3	31.8832	0.5813	27.5752	0.4397
IHECRE00000113.3	H3K9me3	29.9024	0.5418	26.9213	0.4332
IHECRE00000114.3	H3K9me3	33.9495	0.5706	29.4979	0.4234
IHECRE00000121.3	H3K9me3	35.6659	0.5489	30.7952	0.4443
IHECRE00000124.3	H3K9me3	39.5626	0.6375	31.7001	0.4651
IHECRE00000125.3	H3K9me3	47.2399	0.6843	35.3215	0.4942
IHECRE00000126.3	H3K9me3	16.361	0.5767	10.6111	0.3168
IHECRE00000128.3	H3K9me3	34.2994	0.5572	26.8628	0.3852
IHECRE00000129.3	H3K9me3	38.5919	0.6426	32.9262	0.4794
IHECRE00000133.3	H3K9me3	43.226	0.6344	36.848	0.4927
IHECRE00000135.3	H3K9me3	52.8132	0.7342	42.3599	0.5584
IHECRE00000140.3	H3K9me3	34.7293	0.6043	30.6844	0.451
IHECRE00000142.3	H3K9me3	31.0665	0.5682	28.3613	0.4342
IHECRE00000147.3	H3K9me3	31.8844	0.5621	24.8584	0.3825
IHECRE00000151.3	H3K9me3	28.2066	0.5159	24.6295	0.3937
IHECRE00000152.3	H3K9me3	44.2958	0.6575	30.4601	0.4216
IHECRE00000153.3	H3K9me3	34.9768	0.5514	28.1077	0.3866
IHECRE00000155.3	H3K9me3	55.109	0.7491	46.5577	0.5759
IHECRE00000159.3	H3K9me3	31.0353	0.5802	25.927	0.4394
IHECRE00000160.3	H3K9me3	32.0725	0.5698	25.725	0.4004
IHECRE00000161.3	H3K9me3	33.563	0.586	27.4965	0.4302
IHECRE00000171.3	H3K9me3	29.5633	0.5136	23.4854	0.3566
IHECRE00000174.3	H3K9me3	38.7043	0.6276	32.265	0.4692
IHECRE00000175.3	H3K9me3	47.8662	0.7066	38.4018	0.5265
IHECRE00000176.3	H3K9me3	NA	NA	34.4852	0.4962
IHECRE00000177.3	H3K9me3	40.7046	0.6561	33.3711	0.4884
IHECRE00000178.3	H3K9me3	50.0075	0.7444	43.0133	0.5735
IHECRE00000180.3	H3K9me3	21.2636	0.5063	19.9921	0.398
IHECRE00000181.3	H3K9me3	18.9205	0.4795	15.9787	0.3223
IHECRE00000184.3	H3K9me3	24.8182	0.616	17.1521	0.4175
IHECRE00000187.3	H3K9me3	16.8841	0.4101	14.5055	0.2999
IHECRE00000188.3	H3K9me3	36.5064	0.5951	26.8189	0.4013
IHECRE00000191.3	H3K9me3	28.9304	0.5413	24.5966	0.3952
IHECRE00000193.3	H3K9me3	38.0402	0.6204	32.8408	0.4775
IHECRE00000194.3	H3K9me3	22.8617	0.4951	18.8278	0.3403
IHECRE00000195.3	H3K9me3	37.837	0.6082	31.7611	0.4612
IHECRE00000221.3	H3K9me3	24.2455	0.4072	17.0158	0.4641
IHECRE00000222.3	H3K9me3	27.1092	0.4953	16.246	0.4521
IHECRE00000223.3	H3K9me3	50.8784	0.755	27.8614	0.4502
IHECRE00000224.3	H3K9me3	56.0354	0.7726	29.4019	0.4493
IHECRE00000225.3	H3K9me3	23.6234	0.5192	13.5417	0.4809
IHECRE00000226.3	H3K9me3	41.7294	0.6849	24.8292	0.406
IHECRE00000227.3	H3K9me3	21.1188	0.4187	17.2274	0.5404
IHECRE00000228.3	H3K9me3	56.3455	0.7548	33.3559	0.4514
IHECRE00000229.3	H3K9me3	35.4416	0.5656	23.5434	0.5057
IHECRE00000230.3	H3K9me3	43.1719	0.6171	25.0806	0.5054
IHECRE00000231.3	H3K9me3	46.897	0.6847	27.1035	0.4013
IHECRE00000232.3	H3K9me3	48.9356	0.7745	21.3114	0.336
IHECRE00000233.3	H3K9me3	51.5564	0.7599	26.0377	0.4234
IHECRE00000234.3	H3K9me3	50.7713	0.7096	32.6351	0.4796
IHECRE00000235.3	H3K9me3	56.0841	0.7316	27.2097	0.4516
IHECRE00000236.3	H3K9me3	46.1028	0.6743	24.9513	0.4797
IHECRE00000237.3	H3K9me3	53.5108	0.7163	32.6556	0.451
IHECRE00000238.3	H3K9me3	41.0166	0.5122	32.3258	0.6193
IHECRE00000239.3	H3K9me3	45.9112	0.7216	22.8139	0.3914
IHECRE00000240.3	H3K9me3	28.871	0.4636	21.5886	0.441
IHECRE00000241.3	H3K9me3	56.3679	0.7922	24.0299	0.4142
IHECRE00000242.3	H3K9me3	56.5136	0.7204	28.388	0.3772
IHECRE00000243.3	H3K9me3	41.7671	0.5485	24.3233	0.4776
IHECRE00000244.3	H3K9me3	45.6491	0.6196	29.3656	0.3626
IHECRE00000246.3	H3K9me3	46.9959	0.7823	17.6908	0.272
IHECRE00000247.3	H3K9me3	44.5988	0.7668	18.4338	0.2951
IHECRE00000248.2	H3K9me3	37.5867	0.613	26.1169	0.4128
IHECRE00000249.2	H3K9me3	17.6611	0.3258	13.8141	0.2112
IHECRE00000250.2	H3K9me3	17.0794	0.4574	12.2445	0.2969
IHECRE00000251.2	H3K9me3	42.3677	0.6712	28.7519	0.4511
IHECRE00000252.2	H3K9me3	16.2586	0.4234	14.7316	0.3211
IHECRE00000256.2	H3K9me3	53.3771	0.7627	34.683	0.5056
IHECRE00000257.2	H3K9me3	44.1689	0.6379	38.4472	0.4997
IHECRE00000258.2	H3K9me3	46.7949	0.65	39.4317	0.4983
IHECRE00000260.2	H3K9me3	19.2318	0.4251	15.5644	0.3067
IHECRE00000261.2	H3K9me3	27.56	0.5061	21.8181	0.3529
IHECRE00000262.2	H3K9me3	31.8797	0.5118	23.5366	0.3444
IHECRE00000263.2	H3K9me3	46.6342	0.6924	35.0561	0.5061
IHECRE00000265.2	H3K9me3	28.2473	0.504	18.7901	0.3288
IHECRE00000267.2	H3K9me3	29.0905	0.526	25.6635	0.433
IHECRE00000269.2	H3K9me3	42.9728	0.6477	37.5679	0.5035
IHECRE00000270.2	H3K9me3	17.0335	0.3845	14.1857	0.2978
IHECRE00000271.2	H3K9me3	39.0159	0.6178	27.2162	0.4055
IHECRE00000277.2	H3K9me3	23.8493	0.4525	20.7971	0.3572
IHECRE00000279.2	H3K9me3	36.0006	0.614	31.1186	0.4779
IHECRE00000280.2	H3K9me3	61.3033	0.7891	49.9763	0.5955
IHECRE00000283.2	H3K9me3	35.127	0.6876	23.8847	0.4405
IHECRE00000284.2	H3K9me3	48.9979	0.7328	37.1285	0.5247
IHECRE00000285.2	H3K9me3	30.6065	0.5521	24.9121	0.394
IHECRE00000290.2	H3K9me3	16.4289	0.3649	12.7635	0.2361
IHECRE00000294.2	H3K9me3	49.5477	0.7281	36.2026	0.5155
IHECRE00000295.2	H3K9me3	32.0242	0.5578	25.7286	0.4024
IHECRE00000296.2	H3K9me3	29.7605	0.4966	24.6678	0.3481
IHECRE00000297.2	H3K9me3	22.3812	0.4078	19.873	0.3002
IHECRE00000298.2	H3K9me3	52.2182	0.7054	42.8645	0.5244
IHECRE00000301.2	H3K9me3	40.9535	0.6421	27.3366	0.4281
IHECRE00000303.2	H3K9me3	12.1391	0.5071	7.3329	0.2804
IHECRE00000304.2	H3K9me3	48.6249	0.7088	32.6512	0.4761
IHECRE00000308.2	H3K9me3	49.8272	0.7397	37.758	0.5355
IHECRE00000309.2	H3K9me3	39.8745	0.6086	23.0308	0.3439
IHECRE00000310.2	H3K9me3	38.2034	0.5796	26.5922	0.3884
IHECRE00000315.2	H3K9me3	28.3845	0.5163	21.7681	0.357
IHECRE00000316.2	H3K9me3	43.1046	0.6173	37.3687	0.4753
IHECRE00000317.2	H3K9me3	51.0626	0.7383	32.8729	0.4872
IHECRE00000318.2	H3K9me3	44.3923	0.6594	37.5829	0.5041
IHECRE00000321.2	H3K9me3	20.2832	0.4657	17.5756	0.3582
IHECRE00000324.2	H3K9me3	47.0694	0.6928	37.9482	0.4999
IHECRE00000327.2	H3K9me3	30.7675	0.5356	24.3533	0.3542
