epigenome	mark	ChromImpute_top1%	ChromImpute_corr_clip500	Average_top1%	Average_corr_clip500
IHECRE00001301.1	H3K27ac	60.3755	0.7733	39.2725	0.638
IHECRE00001302.1	H3K27ac	NA	NA	52.6488	0.8125
IHECRE00001304.1	H3K27ac	73.4617	0.9185	55.2279	0.7921
IHECRE00001305.1	H3K27ac	NA	NA	49.6914	0.7749
IHECRE00001306.1	H3K27ac	45.9492	0.7153	33.4743	0.5758
IHECRE00001309.1	H3K27ac	70.8783	0.8964	49.377	0.7633
IHECRE00001310.1	H3K27ac	68.8633	0.8645	45.3752	0.6872
IHECRE00001314.1	H3K27ac	86.0423	0.9128	55.6188	0.7122
IHECRE00001315.1	H3K27ac	80.6468	0.9331	56.362	0.8361
IHECRE00001317.1	H3K27ac	44.0326	0.6818	32.9968	0.6141
IHECRE00001318.1	H3K27ac	NA	NA	50.0676	0.7957
IHECRE00001319.1	H3K27ac	63.6992	0.802	49.9629	0.6985
IHECRE00001322.1	H3K27ac	44.7419	0.7267	33.7031	0.6197
IHECRE00001323.1	H3K27ac	80.8888	0.9121	57.7985	0.7625
IHECRE00001324.1	H3K27ac	NA	NA	51.45	0.8039
IHECRE00001325.1	H3K27ac	NA	NA	51.7219	0.8061
IHECRE00001326.1	H3K27ac	71.1114	0.9055	52.6333	0.7924
IHECRE00001327.1	H3K27ac	50.3236	0.6862	48.9223	0.7356
IHECRE00001332.1	H3K27ac	82.8328	0.9227	52.996	0.6958
IHECRE00001334.1	H3K27ac	NA	NA	50.0066	0.786
IHECRE00001335.1	H3K27ac	66.833	0.8438	37.8451	0.6245
IHECRE00001336.1	H3K27ac	NA	NA	48.986	0.7425
IHECRE00001338.1	H3K27ac	71.3465	0.8585	56.2189	0.8024
IHECRE00001339.1	H3K27ac	55.6733	0.8242	33.5056	0.6299
IHECRE00001340.1	H3K27ac	NA	NA	57.4066	0.8208
IHECRE00001341.1	H3K27ac	NA	NA	51.6858	0.7713
IHECRE00001343.1	H3K27ac	NA	NA	51.1736	0.8063
IHECRE00001344.1	H3K27ac	NA	NA	51.9368	0.7933
IHECRE00001347.1	H3K27ac	NA	NA	52.1047	0.8078
IHECRE00001348.1	H3K27ac	NA	NA	52.4771	0.8114
IHECRE00001349.1	H3K27ac	NA	NA	54.6214	0.8345
IHECRE00001350.1	H3K27ac	NA	NA	47.8341	0.7812
IHECRE00001352.1	H3K27ac	NA	NA	51.8595	0.7949
IHECRE00001357.1	H3K27ac	NA	NA	52.7225	0.8135
IHECRE00001358.1	H3K27ac	NA	NA	49.9885	0.7892
IHECRE00001359.1	H3K27ac	59.0844	0.7887	48.5769	0.721
IHECRE00001362.1	H3K27ac	74.9864	0.8815	49.2293	0.7161
IHECRE00001364.1	H3K27ac	NA	NA	56.0619	0.8269
IHECRE00001365.1	H3K27ac	80.4293	0.9301	54.8975	0.7687
IHECRE00001366.1	H3K27ac	74.512	0.9152	48.4171	0.7421
IHECRE00001368.1	H3K27ac	66.4891	0.8854	47.695	0.7615
IHECRE00001369.1	H3K27ac	72.7543	0.8699	55.4965	0.7318
IHECRE00001370.1	H3K27ac	72.6665	0.8803	47.4808	0.6987
IHECRE00001372.1	H3K27ac	80.5778	0.9105	57.3007	0.7436
IHECRE00001373.1	H3K27ac	NA	NA	50.2067	0.7545
IHECRE00001374.1	H3K27ac	NA	NA	48.6481	0.7727
IHECRE00001375.1	H3K27ac	75.9504	0.8985	46.0261	0.7412
IHECRE00001377.1	H3K27ac	88.3074	0.9567	58.6683	0.7727
IHECRE00001378.1	H3K27ac	60.5874	0.8436	49.6318	0.737
IHECRE00001379.1	H3K27ac	81.5479	0.9498	56.3277	0.8251
IHECRE00001380.1	H3K27ac	66.9808	0.8954	43.9737	0.7213
IHECRE00001381.1	H3K27ac	76.5878	0.8881	52.7843	0.7041
IHECRE00001382.1	H3K27ac	NA	NA	55.6758	0.8165
IHECRE00001383.1	H3K27ac	86.072	0.9529	58.3799	0.782
IHECRE00001385.1	H3K27ac	51.3771	0.7308	38.8846	0.6772
IHECRE00001387.1	H3K27ac	78.9738	0.9186	56.0901	0.7866
IHECRE00001388.1	H3K27ac	NA	NA	47.6923	0.7714
IHECRE00001391.1	H3K27ac	76.2704	0.8892	51.9699	0.7063
IHECRE00001392.1	H3K27ac	59.1864	0.8397	41.1645	0.6937
IHECRE00001393.1	H3K27ac	NA	NA	50.3652	0.7735
IHECRE00001394.1	H3K27ac	78.3576	0.9213	59.7358	0.8055
IHECRE00001395.1	H3K27ac	NA	NA	48.8786	0.7728
IHECRE00001396.1	H3K27ac	NA	NA	51.1083	0.7655
IHECRE00001398.1	H3K27ac	79.2638	0.9075	53.3426	0.7279
IHECRE00001399.1	H3K27ac	NA	NA	49.3762	0.7819
IHECRE00001400.1	H3K27ac	79.1167	0.8998	56.6417	0.7877
IHECRE00001401.1	H3K27ac	NA	NA	52.4377	0.8088
IHECRE00001402.1	H3K27ac	NA	NA	54.0124	0.8268
IHECRE00001407.1	H3K27ac	NA	NA	50.6773	0.7969
IHECRE00001409.1	H3K27ac	58.7739	0.7516	49.0316	0.722
IHECRE00001410.1	H3K27ac	71.2332	0.9017	46.1157	0.7393
IHECRE00001413.1	H3K27ac	71.8805	0.8695	56.4858	0.7856
IHECRE00001414.1	H3K27ac	NA	NA	42.896	0.7338
IHECRE00001416.1	H3K27ac	NA	NA	45.1147	0.7295
IHECRE00001417.1	H3K27ac	68.1987	0.8408	45.34	0.6692
IHECRE00001418.1	H3K27ac	NA	NA	19.5662	0.474
IHECRE00001419.1	H3K27ac	NA	NA	54.5117	0.8146
IHECRE00001420.1	H3K27ac	NA	NA	52.4027	0.8119
IHECRE00001421.1	H3K27ac	77.6758	0.9194	55.0678	0.8206
IHECRE00001422.1	H3K27ac	NA	NA	54.9307	0.8222
IHECRE00001423.1	H3K27ac	73.0514	0.8761	58.2376	0.8217
IHECRE00001424.1	H3K27ac	83.8556	0.9277	52.3246	0.6873
IHECRE00001425.1	H3K27ac	NA	NA	46.0296	0.7438
IHECRE00001426.1	H3K27ac	NA	NA	49.5601	0.7828
IHECRE00001427.1	H3K27ac	85.7677	0.9263	57.3836	0.7641
IHECRE00001428.1	H3K27ac	NA	NA	51.518	0.8003
IHECRE00001429.1	H3K27ac	NA	NA	55.6508	0.8244
IHECRE00001430.1	H3K27ac	NA	NA	52.1317	0.8086
IHECRE00001431.1	H3K27ac	38.9759	0.5366	30.1937	0.4502
IHECRE00001432.1	H3K27ac	NA	NA	38.1079	0.7217
IHECRE00001433.1	H3K27ac	NA	NA	52.1848	0.8086
IHECRE00001434.1	H3K27ac	NA	NA	52.3818	0.8049
IHECRE00001435.1	H3K27ac	79.1191	0.9025	57.0704	0.7436
IHECRE00001436.1	H3K27ac	72.2553	0.8704	56.0632	0.8051
IHECRE00001437.1	H3K27ac	64.3807	0.8469	47.3563	0.7435
IHECRE00001438.1	H3K27ac	80.7576	0.8929	54.7506	0.7289
IHECRE00001439.1	H3K27ac	73.0175	0.8816	52.161	0.7537
IHECRE00001441.1	H3K27ac	NA	NA	50.3274	0.79
IHECRE00001443.1	H3K27ac	NA	NA	47.5327	0.7703
IHECRE00001444.1	H3K27ac	83.0989	0.9279	51.3566	0.6561
IHECRE00001445.1	H3K27ac	70.6758	0.8741	48.8593	0.7411
IHECRE00001447.1	H3K27ac	78.8923	0.9419	52.7644	0.8235
IHECRE00001449.1	H3K27ac	74.9692	0.9188	50.3229	0.7759
IHECRE00001450.1	H3K27ac	NA	NA	32.4146	0.5882
IHECRE00001451.1	H3K27ac	NA	NA	47.4814	0.7712
IHECRE00001452.1	H3K27ac	NA	NA	52.7639	0.8076
IHECRE00001454.1	H3K27ac	NA	NA	47.2766	0.7675
IHECRE00001455.1	H3K27ac	NA	NA	53.4618	0.8081
IHECRE00001457.1	H3K27ac	76.3515	0.9023	52.4328	0.7619
IHECRE00001458.1	H3K27ac	75.972	0.9195	56.3606	0.8184
IHECRE00001460.1	H3K27ac	78.989	0.9169	55.8748	0.8099
IHECRE00001461.1	H3K27ac	85.4041	0.9382	57.6668	0.7681
IHECRE00001463.1	H3K27ac	NA	NA	51.5177	0.7807
IHECRE00001464.1	H3K27ac	NA	NA	40.0015	0.7323
IHECRE00001465.1	H3K27ac	NA	NA	52.6255	0.811
IHECRE00001466.1	H3K27ac	79.2081	0.9038	56.9692	0.7821
IHECRE00001467.1	H3K27ac	79.8615	0.9209	55.4304	0.8244
IHECRE00001468.1	H3K27ac	72.5002	0.8804	48.3833	0.7022
IHECRE00001469.1	H3K27ac	68.3663	0.841	54.427	0.7805
IHECRE00001470.1	H3K27ac	77.5624	0.9161	52.7194	0.8009
IHECRE00001471.1	H3K27ac	78.0108	0.907	55.7279	0.7406
IHECRE00001473.1	H3K27ac	56.0598	0.8789	38.6725	0.6915
IHECRE00001474.1	H3K27ac	85.5445	0.9205	59.633	0.7903
IHECRE00001475.1	H3K27ac	NA	NA	51.1199	0.8115
IHECRE00001477.1	H3K27ac	59.4851	0.6505	35.9469	0.4401
IHECRE00001478.1	H3K27ac	73.9948	0.8917	50.6991	0.7836
IHECRE00001482.1	H3K27ac	63.8463	0.863	48.8372	0.7358
IHECRE00001483.1	H3K27ac	64.8487	0.787	52.329	0.7678
IHECRE00001484.1	H3K27ac	81.544	0.9112	56.2941	0.7417
IHECRE00001485.1	H3K27ac	NA	NA	51.9299	0.8078
IHECRE00001486.1	H3K27ac	54.2193	0.7541	35.8806	0.6107
IHECRE00001487.1	H3K27ac	NA	NA	50.1102	0.7852
IHECRE00001488.1	H3K27ac	68.3498	0.8456	51.2115	0.7654
IHECRE00001489.1	H3K27ac	NA	NA	50.4528	0.7637
IHECRE00001490.1	H3K27ac	77.4295	0.9106	54.2456	0.7719
IHECRE00001491.1	H3K27ac	NA	NA	52.7577	0.7958
IHECRE00001492.1	H3K27ac	83.7529	0.9203	56.906	0.7652
IHECRE00001493.1	H3K27ac	80.2998	0.9082	54.4401	0.7129
IHECRE00001494.1	H3K27ac	54.2807	0.7179	38.2731	0.6162
IHECRE00001496.1	H3K27ac	68.2122	0.8798	51.5629	0.7919
IHECRE00001499.1	H3K27ac	79.5864	0.915	55.749	0.7175
IHECRE00001500.1	H3K27ac	NA	NA	52.4293	0.7835
IHECRE00001501.1	H3K27ac	54.4639	0.7336	46.0076	0.6824
IHECRE00001502.1	H3K27ac	83.0366	0.9161	53.8643	0.7047
IHECRE00001503.1	H3K27ac	70.8171	0.8915	52.4829	0.7817
IHECRE00001504.1	H3K27ac	NA	NA	54.347	0.8186
IHECRE00001505.1	H3K27ac	NA	NA	51.1963	0.7943
IHECRE00001506.1	H3K27ac	NA	NA	49.9694	0.7938
IHECRE00001507.1	H3K27ac	58.3484	0.8634	43.1413	0.7342
IHECRE00001508.1	H3K27ac	28.4554	0.5205	21.8331	0.4461
IHECRE00001510.1	H3K27ac	55.594	0.7189	27.7987	0.4251
IHECRE00001511.1	H3K27ac	NA	NA	53.6021	0.8234
IHECRE00001512.1	H3K27ac	NA	NA	41.2068	0.7325
IHECRE00001513.1	H3K27ac	NA	NA	48.6006	0.7832
IHECRE00001516.1	H3K27ac	31.7327	0.4667	25.4384	0.3987
IHECRE00001517.1	H3K27ac	74.6444	0.907	54.7532	0.8091
IHECRE00001518.1	H3K27ac	70.4347	0.9016	53.3681	0.815
IHECRE00001519.1	H3K27ac	75.8633	0.906	59.1164	0.7936
IHECRE00001522.1	H3K27ac	77.7281	0.8559	55.9907	0.7539
IHECRE00001523.1	H3K27ac	NA	NA	50.6473	0.8036
IHECRE00001525.1	H3K27ac	NA	NA	40.0229	0.578
IHECRE00001526.1	H3K27ac	76.5421	0.9263	53.8247	0.8258
IHECRE00001528.1	H3K27ac	87.799	0.9543	58.6354	0.7884
IHECRE00001529.1	H3K27ac	NA	NA	49.4614	0.7616
IHECRE00001530.1	H3K27ac	NA	NA	51.504	0.8045
IHECRE00001531.1	H3K27ac	37.8445	0.6836	27.6455	0.5569
IHECRE00001532.1	H3K27ac	NA	NA	53.6399	0.8106
IHECRE00001533.1	H3K27ac	78.827	0.888	47.3111	0.6707
IHECRE00001534.1	H3K27ac	NA	NA	51.3311	0.779
IHECRE00001535.1	H3K27ac	NA	NA	50.0658	0.7882
IHECRE00001536.1	H3K27ac	18.057	0.4339	15.2868	0.3688
IHECRE00001537.1	H3K27ac	NA	NA	52.8937	0.8051
IHECRE00001538.1	H3K27ac	82.705	0.9059	52.4059	0.6905
IHECRE00001540.1	H3K27ac	74.4775	0.8628	50.9748	0.7514
IHECRE00001541.1	H3K27ac	NA	NA	51.6499	0.8037
IHECRE00001542.1	H3K27ac	21.5539	0.5273	19.3028	0.4853
IHECRE00001544.1	H3K27ac	74.7829	0.8628	51.966	0.6763
IHECRE00001545.1	H3K27ac	NA	NA	51.0436	0.8051
IHECRE00001546.1	H3K27ac	74.1605	0.8773	54.7267	0.7632
IHECRE00001548.1	H3K27ac	77.1537	0.9192	55.2033	0.7763
IHECRE00001549.1	H3K27ac	75.5123	0.9137	50.8919	0.7562
IHECRE00001551.1	H3K27ac	79.6323	0.9055	53.872	0.6943
IHECRE00001553.1	H3K27ac	NA	NA	53.3615	0.8131
IHECRE00001554.1	H3K27ac	59.4947	0.7322	46.766	0.6218
IHECRE00001556.1	H3K27ac	73.6624	0.8927	58.5078	0.778
IHECRE00001557.1	H3K27ac	58.2947	0.8228	40.7858	0.6621
IHECRE00001851.4	H3K27ac	57.8411	0.6853	44.9081	0.6018
IHECRE00001852.4	H3K27ac	63.569	0.854	42.3331	0.6716
IHECRE00001853.4	H3K27ac	60.0354	0.7462	40.2188	0.5888
IHECRE00001854.4	H3K27ac	67.5173	0.8305	34.0681	0.4819
IHECRE00001856.4	H3K27ac	68.6674	0.751	32.4568	0.2561
IHECRE00001857.4	H3K27ac	80.9621	0.8734	56.2071	0.7048
IHECRE00001858.4	H3K27ac	42.2903	0.5328	28.2711	0.3094
IHECRE00001859.4	H3K27ac	70.1617	0.8236	37.4736	0.428
IHECRE00001860.4	H3K27ac	59.6238	0.7376	39.2817	0.4792
IHECRE00001861.4	H3K27ac	47.3985	0.5127	20.8711	0.1497
IHECRE00001873.2	H3K27ac	59.366	0.7212	24.102	0.3844
IHECRE00001874.2	H3K27ac	66.506	0.7771	26.6114	0.4084
IHECRE00001875.2	H3K27ac	29.2337	0.4299	14.3556	0.2795
IHECRE00001876.2	H3K27ac	63.6141	0.7619	31.1326	0.5137
IHECRE00001877.2	H3K27ac	59.2372	0.6555	23.0323	0.3389
IHECRE00001878.2	H3K27ac	36.2768	0.4917	15.0143	0.2752
IHECRE00001879.2	H3K27ac	59.7287	0.7038	24.134	0.3902
IHECRE00001880.2	H3K27ac	59.3604	0.7154	29.4244	0.496
IHECRE00001881.4	H3K27ac	70.2046	0.784	33.8671	0.4159
IHECRE00001882.4	H3K27ac	52.8527	0.7129	27.9955	0.4094
IHECRE00001883.4	H3K27ac	74.7626	0.8892	44.2416	0.6442
IHECRE00001884.4	H3K27ac	64.8055	0.7935	36.9463	0.5034
IHECRE00001885.4	H3K27ac	69.969	0.8509	31.479	0.4299
IHECRE00001886.4	H3K27ac	69.4241	0.789	36.4809	0.4667
IHECRE00001887.4	H3K27ac	50.4735	0.6186	39.4879	0.5319
IHECRE00001888.4	H3K27ac	68.233	0.7898	33.5917	0.3936
IHECRE00001889.4	H3K27ac	52.5045	0.7698	29.6155	0.5591
IHECRE00001890.4	H3K27ac	69.1137	0.8322	34.5146	0.4919
IHECRE00001891.4	H3K27ac	63.1304	0.7503	31.5565	0.4018
IHECRE00001892.4	H3K27ac	57.862	0.7106	42.7243	0.5443
IHECRE00001893.4	H3K27ac	56.5308	0.5981	35.2433	0.4114
IHECRE00001896.1	H3K27ac	38.6872	0.522	25.3529	0.4189
IHECRE00001897.1	H3K27ac	59.2973	0.7329	42.6503	0.6158
IHECRE00001899.1	H3K27ac	58.6792	0.7047	42.398	0.6301
IHECRE00001900.1	H3K27ac	84.538	0.8734	39.5569	0.577
IHECRE00001901.1	H3K27ac	82.2393	0.8526	44.3487	0.6479
IHECRE00001902.1	H3K27ac	76.4011	0.8334	41.1517	0.6216
IHECRE00001903.1	H3K27ac	87.9896	0.9227	55.6991	0.7495
IHECRE00001904.1	H3K27ac	88.2927	0.9063	56.4286	0.7554
IHECRE00001905.1	H3K27ac	88.5308	0.9471	61.2577	0.8049
IHECRE00001906.1	H3K27ac	90.3937	0.9773	56.8508	0.7156
IHECRE00001907.1	H3K27ac	88.5237	0.928	56.2985	0.7281
IHECRE00001908.1	H3K27ac	87.7756	0.9569	61.9025	0.7708
IHECRE00001909.1	H3K27ac	74.8117	0.8366	53.9202	0.7735
IHECRE00001913.1	H3K27ac	23.075	0.4386	20.552	0.4086
IHECRE00001914.1	H3K27ac	72.0411	0.8447	51.5979	0.7497
IHECRE00001915.1	H3K27ac	53.9207	0.7389	37.706	0.638
IHECRE00001916.1	H3K27ac	13.2571	0.3031	12.3046	0.2869
IHECRE00001917.1	H3K27ac	23.4844	0.4505	20.7338	0.4112
IHECRE00001918.1	H3K27ac	10.6397	0.2536	9.945	0.2235
IHECRE00001921.1	H3K27ac	78.3532	0.8901	54.2258	0.7938
IHECRE00001935.1	H3K27ac	86.3685	0.894	55.8611	0.7509
IHECRE00001936.1	H3K27ac	87.1868	0.9222	54.6433	0.7188
IHECRE00001952.2	H3K27ac	71.6893	0.8414	29.334	0.4972
IHECRE00001953.2	H3K27ac	72.8249	0.8638	27.1784	0.4726
IHECRE00001954.2	H3K27ac	72.6168	0.8561	31.4379	0.5118
IHECRE00001955.3	H3K27ac	59.946	0.7221	18.4663	0.221
IHECRE00001956.2	H3K27ac	77.8406	0.8928	44.6271	0.6705
IHECRE00001957.2	H3K27ac	63.2667	0.7813	30.3188	0.5147
IHECRE00001958.3	H3K27ac	77.5466	0.8907	30.5745	0.489
IHECRE00001959.2	H3K27ac	69.0633	0.7827	34.2315	0.4404
IHECRE00001960.2	H3K27ac	68.5281	0.7439	30.0388	0.4836
IHECRE00001961.2	H3K27ac	65.3185	0.7634	31.2998	0.3805
IHECRE00001962.2	H3K27ac	66.4125	0.8421	21.012	0.3526
IHECRE00001963.2	H3K27ac	67.3481	0.84	21.7473	0.3673
IHECRE00001964.2	H3K27ac	70.1501	0.8608	29.753	0.4717
IHECRE00001965.2	H3K27ac	71.9142	0.8767	33.1779	0.5223
IHECRE00001966.2	H3K27ac	81.4453	0.9174	49.2017	0.7346
IHECRE00001973.1	H3K27ac	73.4336	0.8715	45.7259	0.6189
IHECRE00001984.1	H3K27ac	81.8857	0.9397	47.6849	0.6454
IHECRE00001990.1	H3K27ac	82.0597	0.9273	50.8989	0.6801
IHECRE00001992.1	H3K27ac	58.3814	0.7511	44.9767	0.6356
IHECRE00001997.1	H3K27ac	69.7581	0.8316	33.7457	0.4263
IHECRE00002005.1	H3K27ac	81.6295	0.9287	49.4266	0.6861
IHECRE00002029.1	H3K27ac	48.6205	0.6845	35.7773	0.4393
IHECRE00002048.1	H3K27ac	65.1347	0.8193	51.4172	0.7074
IHECRE00002049.2	H3K27ac	13.1633	0.2626	10.7165	0.179
IHECRE00002058.1	H3K27ac	81.8842	0.898	50.7939	0.6805
IHECRE00002061.1	H3K27ac	40.8703	0.568	24.6049	0.3379
IHECRE00002063.1	H3K27ac	77.3164	0.9108	43.8058	0.5799
IHECRE00002065.1	H3K27ac	79.139	0.9188	49.4029	0.6861
IHECRE00002067.1	H3K27ac	83.1545	0.9439	50.1361	0.7
IHECRE00002071.1	H3K27ac	51.153	0.701	37.7722	0.5174
IHECRE00002075.1	H3K27ac	58.2634	0.7672	42.3747	0.5628
IHECRE00002076.1	H3K27ac	74.7105	0.9027	48.7583	0.6629
IHECRE00002086.1	H3K27ac	80.4482	0.927	52.1552	0.7145
IHECRE00002159.1	H3K27ac	85.6516	0.9582	46.0779	0.6165
IHECRE00002160.1	H3K27ac	NA	NA	54.3578	0.7705
IHECRE00002161.1	H3K27ac	69.8514	0.8449	39.5972	0.5349
IHECRE00002162.1	H3K27ac	NA	NA	46.7713	0.5977
IHECRE00002163.1	H3K27ac	75.916	0.9047	41.0893	0.5632
IHECRE00002164.1	H3K27ac	73.0459	0.885	50.8723	0.7641
IHECRE00002165.1	H3K27ac	NA	NA	55.4709	0.7907
IHECRE00002166.1	H3K27ac	NA	NA	59.1629	0.8293
IHECRE00002168.1	H3K27ac	NA	NA	54.8833	0.7981
IHECRE00002169.1	H3K27ac	NA	NA	43.2294	0.5825
IHECRE00002170.1	H3K27ac	NA	NA	57.0757	0.785
IHECRE00002172.1	H3K27ac	NA	NA	55.0194	0.7745
IHECRE00002174.1	H3K27ac	NA	NA	59.1019	0.8014
IHECRE00002175.1	H3K27ac	82.8723	0.9178	53.564	0.7861
IHECRE00002177.1	H3K27ac	NA	NA	51.6659	0.7574
IHECRE00002179.1	H3K27ac	NA	NA	57.3511	0.8216
IHECRE00002180.1	H3K27ac	84.2005	0.9466	42.9485	0.5852
IHECRE00002181.1	H3K27ac	NA	NA	48.8681	0.635
IHECRE00002182.1	H3K27ac	74.5555	0.8605	47.7182	0.6556
IHECRE00002183.1	H3K27ac	89.3227	0.9555	54.5543	0.7948
IHECRE00002184.1	H3K27ac	NA	NA	55.3573	0.8025
IHECRE00002185.1	H3K27ac	85.3369	0.9562	46.1056	0.597
IHECRE00002187.1	H3K27ac	84.3316	0.9238	53.7499	0.759
IHECRE00002189.1	H3K27ac	NA	NA	59.4113	0.8334
IHECRE00002191.1	H3K27ac	79.3743	0.9232	43.537	0.6114
IHECRE00002192.1	H3K27ac	81.2668	0.8721	48.3567	0.6492
IHECRE00002193.1	H3K27ac	85.322	0.8819	52.6015	0.7548
IHECRE00002194.1	H3K27ac	85.1629	0.9475	46.8388	0.6423
IHECRE00002195.1	H3K27ac	NA	NA	55.6027	0.7841
IHECRE00002196.1	H3K27ac	83.5427	0.9143	46.3944	0.6203
IHECRE00002197.1	H3K27ac	80.0527	0.9003	43.9483	0.5912
IHECRE00002198.1	H3K27ac	84.3592	0.9179	54.3755	0.7839
IHECRE00002199.1	H3K27ac	69.3101	0.8619	36.2461	0.4966
IHECRE00002200.1	H3K27ac	90.3546	0.9639	55.8019	0.8024
IHECRE00002201.1	H3K27ac	86.3792	0.9561	46.1633	0.5717
IHECRE00002202.1	H3K27ac	NA	NA	59.3018	0.814
IHECRE00002203.1	H3K27ac	NA	NA	41.695	0.5903
IHECRE00002204.1	H3K27ac	72.3077	0.8931	51.0566	0.7555
IHECRE00002206.1	H3K27ac	NA	NA	59.403	0.8003
IHECRE00002207.1	H3K27ac	NA	NA	40.781	0.5851
IHECRE00002208.1	H3K27ac	NA	NA	59.8783	0.8117
IHECRE00002209.1	H3K27ac	NA	NA	54.246	0.7774
IHECRE00002210.1	H3K27ac	89.4987	0.9278	54.5538	0.7928
IHECRE00002211.1	H3K27ac	82.3741	0.9226	47.505	0.6642
IHECRE00002212.1	H3K27ac	NA	NA	49.7711	0.7234
IHECRE00002214.1	H3K27ac	NA	NA	53.1779	0.7866
IHECRE00002215.1	H3K27ac	88.5953	0.8978	54.849	0.7737
IHECRE00002216.1	H3K27ac	45.9806	0.7118	35.6945	0.6546
IHECRE00002217.1	H3K27ac	NA	NA	57.9263	0.7864
IHECRE00002221.1	H3K27ac	NA	NA	34.7544	0.5647
IHECRE00002222.1	H3K27ac	87.737	0.9164	54.4893	0.7937
IHECRE00002223.1	H3K27ac	75.6663	0.8176	52.3216	0.7574
IHECRE00002224.1	H3K27ac	85.7264	0.9328	51.5621	0.7082
IHECRE00002225.1	H3K27ac	79.6574	0.8476	46.1431	0.6283
IHECRE00002226.1	H3K27ac	80.614	0.9218	42.3059	0.5375
IHECRE00002227.1	H3K27ac	NA	NA	37.2706	0.51
IHECRE00002228.1	H3K27ac	NA	NA	56.5763	0.7841
IHECRE00002230.1	H3K27ac	82.9376	0.9303	53.5625	0.796
IHECRE00002232.1	H3K27ac	77.6147	0.863	51.7013	0.7056
IHECRE00002233.1	H3K27ac	NA	NA	55.1244	0.7697
IHECRE00002234.1	H3K27ac	90.008	0.9356	55.3748	0.7919
IHECRE00002235.1	H3K27ac	41.2192	0.6688	34.5179	0.5653
IHECRE00002236.1	H3K27ac	87.1778	0.9641	46.467	0.6152
IHECRE00002237.1	H3K27ac	86.3344	0.9554	46.1935	0.5865
IHECRE00002238.1	H3K27ac	NA	NA	54.7362	0.7581
IHECRE00002239.1	H3K27ac	88.8928	0.902	54.255	0.7744
IHECRE00002240.1	H3K27ac	85.6019	0.9391	46.7658	0.5829
IHECRE00002241.1	H3K27ac	88.2899	0.9719	45.5563	0.5769
IHECRE00002242.1	H3K27ac	83.7365	0.9149	53.7423	0.7913
IHECRE00002244.1	H3K27ac	NA	NA	54.4198	0.763
IHECRE00002245.1	H3K27ac	83.3999	0.9365	54.8058	0.798
IHECRE00002247.1	H3K27ac	NA	NA	55.2618	0.795
IHECRE00002248.1	H3K27ac	83.6124	0.9303	54.2272	0.7792
IHECRE00002249.1	H3K27ac	85.9524	0.8989	54.6148	0.7678
IHECRE00002250.1	H3K27ac	NA	NA	56.7737	0.7869
IHECRE00002251.1	H3K27ac	78.8919	0.8981	52.0027	0.7801
IHECRE00002252.1	H3K27ac	NA	NA	59.4245	0.7986
IHECRE00002253.1	H3K27ac	NA	NA	45.0688	0.5834
IHECRE00002254.1	H3K27ac	56.8605	0.7486	40.3529	0.6196
IHECRE00002255.1	H3K27ac	NA	NA	53.4628	0.7472
IHECRE00002257.1	H3K27ac	NA	NA	57.8054	0.8162
IHECRE00002258.1	H3K27ac	NA	NA	42.2435	0.5919
IHECRE00002259.1	H3K27ac	90.3725	0.9503	55.0914	0.8023
IHECRE00002260.1	H3K27ac	NA	NA	35.0717	0.4991
IHECRE00002262.1	H3K27ac	NA	NA	57.0988	0.7961
IHECRE00002263.1	H3K27ac	85.3569	0.9598	45.8285	0.6057
IHECRE00002264.1	H3K27ac	68.5183	0.8849	62.6943	0.8056
IHECRE00002265.1	H3K27ac	NA	NA	54.9392	0.7978
IHECRE00002266.1	H3K27ac	NA	NA	57.6032	0.802
IHECRE00002267.1	H3K27ac	89.4665	0.9687	57.5941	0.7896
IHECRE00002268.1	H3K27ac	NA	NA	57.8445	0.8168
IHECRE00002269.1	H3K27ac	88.5976	0.941	54.2783	0.7881
IHECRE00002270.2	H3K27ac	81.1048	0.8917	53.1462	0.759
IHECRE00002272.1	H3K27ac	82.6747	0.9248	45.6033	0.608
IHECRE00002274.1	H3K27ac	86.6667	0.9391	54.5235	0.7985
IHECRE00002275.1	H3K27ac	NA	NA	58.0608	0.7772
IHECRE00002276.1	H3K27ac	72.8249	0.8668	41.0887	0.5782
IHECRE00002277.1	H3K27ac	NA	NA	51.8798	0.7271
IHECRE00002278.1	H3K27ac	NA	NA	55.9011	0.7789
IHECRE00002279.1	H3K27ac	NA	NA	56.0206	0.7844
IHECRE00002281.1	H3K27ac	NA	NA	59.3272	0.8056
IHECRE00002282.1	H3K27ac	NA	NA	56.9547	0.7732
IHECRE00002283.1	H3K27ac	NA	NA	56.2542	0.7667
IHECRE00002284.1	H3K27ac	75.0097	0.886	51.3676	0.7705
IHECRE00002285.1	H3K27ac	79.0499	0.9228	53.3154	0.7667
IHECRE00002286.1	H3K27ac	80.2888	0.8773	53.1427	0.776
IHECRE00002287.1	H3K27ac	87.9114	0.9627	45.082	0.5521
IHECRE00002288.1	H3K27ac	NA	NA	60.4671	0.8378
IHECRE00002289.1	H3K27ac	65.6516	0.8662	47.3761	0.7326
IHECRE00002290.1	H3K27ac	85.508	0.9439	44.2925	0.5828
IHECRE00002291.1	H3K27ac	69.2272	0.8595	47.9969	0.7342
